reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
40586ba0-fa7a-44bd-8209-39e6e5790822,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it!!!,5,0,30.8.0.100,2025-05-02 13:53:55,,,30.8.0.100
d906a1bc-0868-4edd-ac40-82ab3f4e73bd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,would like it better if they wouldn't take so long to charge my card. I'd rather be charged once I place an order not wait 2-3 days until they actually ship it.,2,0,30.8.0.100,2025-05-02 13:09:24,,,30.8.0.100
c42f149b-ce6e-42e1-8f40-417cb0c6a4b6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Since the new update, this app runs so slow. Please fix! It also crashes a lot too. Update 5/02/25: The new update is infuriating. now when you press the heart it goes to your very first default list. before you could press the heart and it would give you the list of lists that you have so you can organize it in each one. Amazon there is no reason for you to keep updating something that's running perfectly fine. stop beta testing and just keep things the way they are",2,0,30.8.0.100,2025-05-02 12:34:52,,,30.8.0.100
2d303cbd-bbf7-4663-83b0-6d9f0ee5e6bb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,30.8.0.100,2025-05-02 12:17:22,,,30.8.0.100
7ca4c478-33c3-49f0-bab2-189c03445543,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wow!!!,5,0,30.8.0.100,2025-05-02 11:18:33,,,30.8.0.100
77741a66-3a82-433f-9feb-2495c21ff447,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This Monopoly of a company has enough of EVERYONES money , will no longer be getting any more of mine . I'm buying local and from small businesses as much as I can . NO AMAZON ..EVER AGAIN !",1,0,,2025-05-02 10:47:13,,,
c6c09368-69ff-47a9-8bc1-db23279a73a6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Had 4 two day late packages. Don't even bother ordering online, you might as well get your stuff from a store",1,0,24.11.0.100,2025-05-02 10:22:27,,,24.11.0.100
1143dbcc-9143-4be7-bf5a-ef199b15f934,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"They should update their feature about the Amazon drivers. The driver who delivered my package was shining a flashlight into bedroom windows, and you can only report about listening to music too loudly, carelessly driving, being on phone calls. At least for the ""other"" option, let the person submit a response? Like for something that weird, I would like to report it. Because this isn't the only weird delivery driver I've had. And I don't feel comfortable buying from Amazon.",4,1,30.8.0.100,2025-05-02 10:21:57,,,30.8.0.100
b1ca1c57-99aa-4ff4-a686-07ddb598bf48,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,How could Amazon not be my number one go to when they Proves to be on time and number 1 come to my door.,5,0,30.8.0.100,2025-05-02 10:05:05,,,30.8.0.100
0bcc1f2f-4166-4335-af70-b1bff77a7535,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love shopping on Amazon,5,0,30.8.0.100,2025-05-02 09:41:58,,,30.8.0.100
84371177-4e39-419e-8d36-c4c09ca76e62,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Two years later, nothing has changed. Still slow. Slow to load, lags constantly. Search functions are inaccurate. It's easier to fire up the laptop and go from there.",2,1,30.8.0.100,2025-05-02 09:25:37,,,30.8.0.100
8cdb433e-ca8b-4f7d-9b45-4d61d5a63030,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,How does one of the wealthiest companies in the world not have a DARK MODE option in the Android app?,1,2,30.8.0.100,2025-05-02 09:24:37,,,30.8.0.100
f390fe2d-6f11-4f20-aa8b-2cbd79f364a1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,when I open the app it shows its loading doesn't do anything.,1,0,30.8.0.100,2025-05-02 09:20:10,,,30.8.0.100
d8f2f787-a60e-48b9-8268-264941de12bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Whenever I order anything, and it is coming by fulfillment services, my packages signal is lost. 90% of the time the package ends up either being stolen, or the driver just doesn't want to drive into rural areas. I end up having to wait several days for something that was supposed to be same day delivery.",1,0,30.8.0.100,2025-05-02 08:45:33,,,30.8.0.100
52699ab9-0210-447e-99a3-25690dfc4e51,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,had a difficult time,2,0,30.8.0.100,2025-05-02 08:41:10,,,30.8.0.100
e2e729de-8170-4aee-b246-72a475171f7d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,overall it's good app but the problem is trying to connect to customer service to ask a question there's no way to do that and the question did they give you or the Articles they give you it's no help so I'm guessing that Amazon cannot do an auto order for a product you want to get every damn month,1,6,30.8.0.100,2025-05-02 07:46:40,,,30.8.0.100
b9ce5214-f249-4e31-a22e-4eb8a5ca48aa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent service,5,0,30.8.0.100,2025-05-02 07:38:18,,,30.8.0.100
f56ad3f7-953b-4183-b2d8-72f44e7ed86d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have become home bound due to a medical injury. Amazon being able to deliver groceries to my door, that I can order my household needs, and personal needs, and presents for people, etc.etc.etc. makes the condition I find myself in easier to bear, and a better quality of Life for myself. I love the little stores, and frequent them when I am out, but I have a need to have it come to me, and AMAZON fills that for me.",5,0,30.7.0.100,2025-05-02 06:52:23,,,30.7.0.100
05414d7a-3548-49ff-a76f-81d6a8a00532,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good app,5,0,30.8.0.100,2025-05-02 06:52:20,,,30.8.0.100
f5eecce3-5b92-4055-9ac9-6d520edbea5d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"they removed all free return locations near me. I have to drive 30 minutes to return a 20 dollar item. And I do not live far away from civilization. there are hundreds of thousands people, a tightly packed area. I will look for replacements because this is not what I signed up for. btw, it is very weird how on gmap, it shows multiple lockers while when I start return process it leads me to a freaking Bellevue, 35 minutes drive. If people abuse return process, set a limit on return items etx",1,0,,2025-05-02 06:48:25,,,
c73b37a5-8e76-4fcc-91f2-75831d14b966,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's good,5,0,30.8.0.100,2025-05-02 06:27:30,,,30.8.0.100
b773006d-4f99-4836-8dc3-f05314274ed6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazon has everything I could want or need at a good price and any items I buy are delivered to my home.,5,0,30.8.0.100,2025-05-02 06:12:52,,,30.8.0.100
dd3ffb7d-50ae-489b-9554-502f8f72a5e3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,None of the sponsored items load when you click on them. If you're a seller I highly recommend you do not sponsor your item. Locker pick ups don't work. The app doesn't load the next step. Absolutely absurd that a company this big placed lockers in several locations just for the app to not work when trying to pick up at the locker. Returns are getting more and more difficult and you have to package items even when it says you don't. They added dropoff locations and the link doesn't work.,1,80,30.8.0.100,2025-05-02 05:53:00,,,30.8.0.100
338e7063-7db0-4573-ac61-68d49e7cdb23,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App used to be great. now it's sluggish. buggy. crashes quite a bit. too bad because I use it alot.,3,0,30.8.0.100,2025-05-02 05:48:14,,,30.8.0.100
1245c0ee-e824-4c67-a2c7-b1297c3ebbb5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I feel like that app is very good for how complicated things can get. I do have some feedback that I would love to see in the future. Whenever we get a package delivered can we please get the Final Address of where it is not just City and State. I live in Tucson AZ and that doesn't help. I also live in an apartment complex, and understand delivering packages can be very challenging. If a UPS delivery wants to leave the package at their warehouse that final address would really help",4,0,30.8.0.100,2025-05-02 05:38:31,,,30.8.0.100
c29d0102-ce56-4905-a98b-67ad00acc287,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Need to be able to print the order invoice through the app.,1,0,30.8.0.100,2025-05-02 05:30:24,,,30.8.0.100
6e66a564-795c-4c0b-b970-110e4ebbe468,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amazon shopping number one very nice,5,0,30.8.0.100,2025-05-02 05:28:30,,,30.8.0.100
434a6a4e-0c62-4d29-b5d8-1b099edbf48b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Constant crashes, bad UI, NO DARK MODE SUPPORT, and not optimized for Folds and Tablets. Honestly garbage given how much revenue Amazon pulls. The only reason this app is not one star is because I like Amazon",2,0,28.21.6.100,2025-05-02 05:23:57,,,28.21.6.100
c15da637-a994-4905-9ed5-6b0cb2d6a307,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Every time I ended my prime membership, it automatically took my money from my Cashapp, which frustates me.",2,0,30.8.0.100,2025-05-02 05:19:54,,,30.8.0.100
3b6fa8e9-967f-4e75-9cc1-ddd95e10f4fb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Amazon is my go to, always!",5,0,30.8.0.100,2025-05-02 05:03:34,,,30.8.0.100
16009ed1-94f8-46b1-95d7-b4ea177e1d14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seems to be blocked if using VPN. NEw behavior for 2025...means something...less secure... Why would that change? What would the need be? It's when I'm most vulnerable... Shopping.... Now I'm unable to utilize a security tool to secure myself and funds better... Go to starbux... They see your traffic... Casino... Same... McDonald's.... Homedepot...their free wifi... Comcast.... Tmobile... Att... Verizon... All would be able to track and see your traffic... This is garbage...,1,0,30.8.0.100,2025-05-02 04:51:22,,,30.8.0.100
b2a93bc7-84de-4a30-88b1-772f87b85c2a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"not much good about it, and the owner is a coward oligarch",1,0,30.8.0.100,2025-05-02 04:51:09,,,30.8.0.100
66f1d121-59f5-405b-a49b-cd5809fc0979,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,no serve Para nadda,1,0,30.8.0.100,2025-05-02 04:10:42,,,30.8.0.100
740ae780-fda8-4ea4-99cf-67d9368fc0b6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,What's the point of paying to make sure I receive my purchases faster when half of the time they are delayed anyways. also now there is no transparency as to what we are paying.,1,0,30.8.0.100,2025-05-02 03:48:18,,,30.8.0.100
6424ff91-1ad6-4b15-a0c1-78a1743283fa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I think it's awesome. everything is running smooth. I like that,5,0,30.8.0.100,2025-05-02 03:36:48,,,30.8.0.100
d3cde35f-f34b-4457-b522-e7b6afdacd53,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,amazon is the best!,5,0,30.8.0.100,2025-05-02 03:35:27,,,30.8.0.100
83f612d7-92eb-48f0-bf10-4c7ff7996928,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,don't bother buying prime. 1 day shipping is lie and you have to make sure who your buying from is the actual brand and not another company pretending to be the brand.,1,0,30.8.0.100,2025-05-02 03:33:56,,,30.8.0.100
8d32419d-947a-4164-9b06-2ad2bd13fed0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Overall app needs upgrade. But main reason for one star is because application is not optimized properly temps on my S23U are going up to 36°C just by scrolling through application.,1,0,30.8.0.100,2025-05-02 03:10:01,,,30.8.0.100
0322b56a-fdde-4ea3-b529-2325fe765e34,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,add picture search like google lens. thanks,2,0,24.21.4.100,2025-05-02 02:50:04,,,24.21.4.100
2954f5e2-f89a-4282-aa03-4ce23cd342ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excellent,5,0,30.8.0.100,2025-05-02 02:37:59,,,30.8.0.100
3080fadd-48d3-4eef-b591-a00985e5b2d0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A wonderful company with excellent services.,4,0,,2025-05-02 02:33:11,,,
12f5b04b-e881-4163-83e9-0212d6915ca4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,They are the worst company to deal with none speak English They don't understand you They literally put your prime membership on hold to verify I have no clue of why I've had the membership for literally over 7 years This is ridiculous They need to do way better than what they're doing half the time the packages get delivered to the wrong address or things are missing and they don't want to replace them or investigate into where the packages are,1,0,30.8.0.100,2025-05-02 02:28:41,,,30.8.0.100
baae0420-992a-42f7-a862-1c2e8b1bec77,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love shopping on amazon.,5,0,30.8.0.100,2025-05-02 02:19:17,,,30.8.0.100
a48c1ec0-3855-4659-8949-420824aca22a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,well done turning the phone app into a barely usable mess with 'what other people said' pop ups every 5 seconds.,2,0,30.8.0.100,2025-05-02 02:15:49,,,30.8.0.100
ab3f7d88-1130-4789-a9fa-1f76c8b40e95,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awesome,5,0,30.8.0.100,2025-05-02 01:53:29,,,30.8.0.100
da80bb45-c2ff-43b3-b2fa-ac44755c42c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wasting my time. this app constantly resets itself. if i close it to check in something else even for 10 seconds to take a pic or whatever. i come back and it resets to home page. so if i was searching a product or in a chat and have to do something else it would be nice to continue from where i was. and why is there no dark mode? Because it make me spend a lot less time in this app.,1,170,30.8.0.100,2025-05-02 01:42:10,,,30.8.0.100
ce80a5b0-8617-4aec-8860-5741d30b78e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very cool app,5,0,,2025-05-02 01:39:40,,,
9d969764-436f-407c-8c96-b3d069df2ffb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"near everything i order is unusable due to false advertising, biggest scam app of the century.",1,0,,2025-05-02 01:17:47,,,
c83b50b2-94cf-4232-b30b-44c52df33242,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I started using Amazon after I got tired of ebay not delivering my packages. They have the worst sellers too.,5,0,30.8.0.100,2025-05-02 01:14:14,,,30.8.0.100
ce23f21f-7e92-4494-b394-0811075b5f67,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,There seems to be no recourse if the delivery driver constantly ignores special instructions & delivers packages to wrong door.,2,0,30.8.0.100,2025-05-02 01:06:14,,,30.8.0.100
522b25bc-fad9-41d2-9b0c-57fb59167760,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have never known a bunch of people so unprofessional, lazy, illiterate, ignorant, than the people who organize and add the bibliographical information of the books Amazon sales. It was almost ""perfect"" few years ago, now, is the worst. To find a title, you need to search between a lot of books not related at all with what you wrote on the search box, the author's names are not written as for example: ""Jan Christian Gertz"", aka ""J. C. Gertz"", they are so silly, they write it as: ""JC Gertz""!",1,336,22.16.0.100,2025-05-02 00:47:56,,,22.16.0.100
5d6a76bc-6fb1-49ab-9786-6d7691ff21c6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I dispise Bezos, however I love Amazon. Great service and great experience.",5,0,30.8.0.100,2025-05-02 00:45:49,,,30.8.0.100
91f21e67-8cb9-4261-aabd-defdb2a5ebb5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terrible customer service, anti consumer all around",1,0,30.8.0.100,2025-05-02 00:21:19,,,30.8.0.100
bf9fdb42-9919-4741-b104-5e40c5d0b692,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Incredible. Too busy to run to the store, shop for clothing, gifts and the brands you want. Everything at your fingertips. 💖",5,0,30.8.0.100,2025-05-02 00:13:20,,,30.8.0.100
04d0e8ae-045f-4f49-b275-724c2ef0231e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,always a pleasure to shop here! I can find everything I need for a fairly reasonable price.,5,0,30.8.0.100,2025-05-01 23:34:23,,,30.8.0.100
